date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:52	171/171	---MC-	200	added ('OK')	text/plain	date:Mon,%2027%20Mar%202023%2006:52:50%20GMT	https://depoaplus.com/robots.txt		(from )
13:52:55	230672/230672	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:52:50%20GMT	https://depoaplus.com/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/index.html	(from )
13:52:55	494800/494800	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2004:36:14%20GMT	https://depoaplus.com/wp-content/uploads/2022/07/gypsum-aplus-premium-g-strength.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2022/07/gypsum-aplus-premium-g-strength.png	(from https://depoaplus.com/)
13:52:56	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Mon,%2027%20Mar%202023%2006:52:54%20GMT	https://depoaplus.com/wp-admin/admin-ajax.php?	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-admin/admin-ajaxd41d.php	(from https://depoaplus.com/)
13:52:56	263292/263292	---MCZ	200	added ('OK')	text/css	date:Wed,%2008%20Feb%202023%2002:51:30%20GMT	https://depoaplus.com/wp-content/plugins/pagelayer/css/givecss.php?give=pagelayer-frontend.css%2Cnivo-lightbox.css%2Canimate.min.css%2Cowl.carousel.min.css%2Cowl.theme.default.min.css%2Cfont-awesome5.min.css&premium&ver=1.7.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/pagelayer/css/givecssefcd.css	(from https://depoaplus.com/)
13:52:56	94889/94889	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Nov%202022%2002:49:35%20GMT	https://depoaplus.com/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/css/dist/block-library/style.min6a4d.css	(from https://depoaplus.com/)
13:52:56	883/883	---MC-	200	added ('OK')	application/rss+xml	etag:%22896301d10b4b55bb166c986c907a351b%22	https://depoaplus.com/comments/feed/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/comments/feed/index.html	(from https://depoaplus.com/)
13:52:57	14810/14810	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/library/swiper.css?ver=7.0.0-alpha.21	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/library/swiper3e03.css	(from https://depoaplus.com/)
13:52:57	59016/59016	---M--	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2004:37:41%20GMT	https://depoaplus.com/wp-includes/css/dashicons.min.css?ver=6.1.1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/css/dashicons.min6a4d.css	(from https://depoaplus.com/)
13:52:57	6951/6951	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/library/magnific-popup.css?ver=2.0.6	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/library/magnific-popup1717.css	(from https://depoaplus.com/)
13:52:57	31890/31890	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/frontend/block.css?ver=abe5f50cc88d5abe11428e9648df5151	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/frontend/block7e61.css	(from https://depoaplus.com/)
13:52:57	23553/23553	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/frontend/index.css?ver=2.0.6	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/styles/frontend/index1717.css	(from https://depoaplus.com/)
13:52:58	201387/201387	---MC-	200	added ('OK')	application/rss+xml	etag:%22896301d10b4b55bb166c986c907a351b%22	https://depoaplus.com/feed/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/feed/index.html	(from https://depoaplus.com/)
13:52:58	42449/42449	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Aug%202022%2007:58:25%20GMT	https://depoaplus.com/wp-content/plugins/whatsapp-for-wordpress/assets/dist/css/style.css?ver=6.1.1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/whatsapp-for-wordpress/assets/dist/css/style6a4d.css	(from https://depoaplus.com/)
13:52:58	217/217	---M--	200	added ('OK')	text/css	date:Wed,%2002%20Nov%202022%2002:48:20%20GMT	https://depoaplus.com/wp-includes/css/classic-themes.min.css?ver=1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/css/classic-themes.min68b3.css	(from https://depoaplus.com/)
13:52:58	2047/2047	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Aug%202022%2004:14:36%20GMT	https://depoaplus.com/wp-content/plugins/templately/assets/css/editor.css?ver=1.3.6	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/templately/assets/css/editor6a9f.css	(from https://depoaplus.com/)
13:52:58	108417/108417	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/css/frontend-lite.min3088.css	(from https://depoaplus.com/)
13:53:00	3433/3433	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:54:34%20GMT	https://depoaplus.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=10	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min840f.css	(from https://depoaplus.com/)
13:53:01	776/776	---M--	200	added ('OK')	text/css	date:Fri,%2008%20Jul%202022%2007:00:52%20GMT	https://depoaplus.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.12	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementord203.css	(from https://depoaplus.com/)
13:53:03	19279/19279	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://depoaplus.com/)
13:53:03	1120/1120	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:46%20GMT	https://depoaplus.com/wp-content/uploads/elementor/css/post-1841.css?ver=1660189786	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/elementor/css/post-18416fc4.css	(from https://depoaplus.com/)
13:53:06	331516/331516	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2004:57:12%20GMT	https://depoaplus.com/wp-content/plugins/powerpack-elements/assets/css/min/frontend.min.css?ver=2.9.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/powerpack-elements/assets/css/min/frontend.minf342.css	(from https://depoaplus.com/)
13:53:06	11405/11405	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2004:47:10%20GMT	https://depoaplus.com/wp-content/plugins/elementor-pro%203.7.2/assets/css/frontend-lite.min.css?ver=3.7.2	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor-pro%203.7.2/assets/css/frontend-lite.minf3df.css	(from https://depoaplus.com/)
13:53:06	59344/59344	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=5.2.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minf08a.css	(from https://depoaplus.com/)
13:53:07	26702/26702	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=5.2.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf08a.css	(from https://depoaplus.com/)
13:53:08	15563/15563	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:46%20GMT	https://depoaplus.com/wp-content/uploads/elementor/css/global.css?ver=1660189786	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/elementor/css/global6fc4.css	(from https://depoaplus.com/)
13:53:08	42837/42837	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Aug%202022%2002:13:51%20GMT	https://depoaplus.com/wp-content/uploads/elementor/css/post-1848.css?ver=1661307231	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/elementor/css/post-1848aecb.css	(from https://depoaplus.com/)
13:53:08	75684/75684	---M--	200	added ('OK')	text/css	date:Fri,%2008%20Jul%202022%2007:00:52%20GMT	https://depoaplus.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.12	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontendd203.css	(from https://depoaplus.com/)
13:53:09	12650/12650	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2009:53:29%20GMT	https://depoaplus.com/wp-content/uploads/elementor/css/post-1863.css?ver=1660211609	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/elementor/css/post-1863df7e.css	(from https://depoaplus.com/)
13:53:09	25443/25443	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2004:58:18%20GMT	https://depoaplus.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.6.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.mina767.css	(from https://depoaplus.com/)
13:53:09	30999/30999	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://depoaplus.com/)
13:53:09	475/475	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2009:53:29%20GMT	https://depoaplus.com/wp-content/uploads/happyaddons/css/ha-1863.css?ver=3.6.3.1660314942	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/happyaddons/css/ha-186328e0.css	(from https://depoaplus.com/)
13:53:09	5791/5791	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Feb%202023%2004:31:07%20GMT	https://depoaplus.com/wp-content/uploads/elementor/css/post-1958.css?ver=1676262667	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/elementor/css/post-1958d52d.css	(from https://depoaplus.com/)
13:53:10	2722/2722	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Mar%202021%2005:37:02%20GMT	https://depoaplus.com/wp-content/uploads/popularfx-templates/artville/style.css?ver=1.2.2	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/popularfx-templates/artville/style8d1e.css	(from https://depoaplus.com/)
13:53:10	8951/8951	---M--	200	added ('OK')	text/css	date:Fri,%2024%20Dec%202021%2007:20:36%20GMT	https://depoaplus.com/wp-content/themes/popularfx/sidebar.css?ver=1.2.2	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/themes/popularfx/sidebar8d1e.css	(from https://depoaplus.com/)
13:53:10	2629/2629	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Aug%202022%2007:35:58%20GMT	https://depoaplus.com/wp-content/uploads/happyaddons/css/ha-1848.css?ver=3.6.3.1660314942	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/happyaddons/css/ha-184828e0.css	(from https://depoaplus.com/)
13:53:10	57912/57912	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://depoaplus.com/)
13:53:11	675/675	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://depoaplus.com/)
13:53:11	669/669	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://depoaplus.com/)
13:53:11	677/677	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://depoaplus.com/)
13:53:11	89684/89684	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:48:20%20GMT	https://depoaplus.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://depoaplus.com/)
13:53:11	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2007:36:06%20GMT	https://depoaplus.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://depoaplus.com/)
13:53:12	117520/117520	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Feb%202023%2002:51:30%20GMT	https://depoaplus.com/wp-content/plugins/pagelayer/js/givejs.php?give=pagelayer-frontend.js%2Cnivo-lightbox.min.js%2Cwow.min.js%2Cjquery-numerator.js%2CsimpleParallax.min.js%2Cowl.carousel.min.js&premium&ver=1.7.3	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/pagelayer/js/givejs893c.php	(from https://depoaplus.com/)
13:53:12	11898/11898	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Jul%202022%2002:13:47%20GMT	https://depoaplus.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.7.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min117a.js	(from https://depoaplus.com/)
13:53:13	18833/18833	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:48:20%20GMT	https://depoaplus.com/wp-includes/js/underscore.min.js?ver=1.13.4	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/js/underscore.mind584.js	(from https://depoaplus.com/)
13:53:13	1426/1426	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2002:48:20%20GMT	https://depoaplus.com/wp-includes/js/wp-util.min.js?ver=6.1.1	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/js/wp-util.min6a4d.js	(from https://depoaplus.com/)
13:53:14	20080/20080	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/magnific-popup.js?ver=1660189868	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/magnific-popup1c56.js	(from https://depoaplus.com/)
13:53:14	134275/134275	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/swiper.js?ver=7.0.0-alpha.21	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/library/swiper3e03.js	(from https://depoaplus.com/)
13:53:16	2659/2659	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2003:51:08%20GMT	https://depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/block.js?ver=2314fc3e629d10b094fb05397afc5923	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/instagram-widget-by-wpzoom/dist/scripts/frontend/block4190.js	(from https://depoaplus.com/)
13:53:16	15055/15055	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=5.2.0	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minf08a.js	(from https://depoaplus.com/)
13:53:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Mar%202023%2006:53:16%20GMT	http://platform-api.sharethis.com/js/sharethis.js	E:/WEBSITE/DEPO%20GADING/platform-api.sharethis.com/js/sharethis.2e.delayed	(from https://depoaplus.com/)
13:53:17	202827/202827	---MCZ	200	added ('OK')	text/javascript	etag:W/%223184b-xStZrNgO3eG9+q9l3cRkzPWrPx0%22	https://platform-api.sharethis.com/js/sharethis.js	E:/WEBSITE/DEPO%20GADING/platform-api.sharethis.com/js/sharethis.js	(from https://depoaplus.com/)
13:53:18	228597/228597	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Mar%202023%2006:53:16%20GMT	https://depoaplus.com/wp-json/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-json/index.html	(from https://depoaplus.com/)
13:53:19	126888/126888	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Mar%202023%2006:53:16%20GMT	https://depoaplus.com/wp-json/wp/v2/pages/1848	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-json/wp/v2/pages/1848.json	(from https://depoaplus.com/)
13:53:20	793/793	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Mar%202023%2006:53:18%20GMT	https://depoaplus.com/xmlrpc.php?rsd	E:/WEBSITE/DEPO%20GADING/depoaplus.com/xmlrpc0db0.php	(from https://depoaplus.com/)
13:53:20	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2018:19:12%20GMT	https://depoaplus.com/wp-includes/wlwmanifest.xml	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-includes/wlwmanifest.xml	(from https://depoaplus.com/)
13:53:25	3198/3198	---MC-	200	added ('OK')	application/json	date:Mon,%2027%20Mar%202023%2006:53:19%20GMT	https://depoaplus.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdepoaplus.com%2F	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-json/oembed/1.0/embed5b26.json	(from https://depoaplus.com/)
13:53:25	3289/3289	---MC-	200	added ('OK')	text/xml	date:Mon,%2027%20Mar%202023%2006:53:23%20GMT	https://depoaplus.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdepoaplus.com%2F&format=xml	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-json/oembed/1.0/embed24e1	(from https://depoaplus.com/)
13:53:26	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	https://google-analytics.com/analytics.js	E:/WEBSITE/DEPO%20GADING/google-analytics.com/analytics.js	(from https://depoaplus.com/)
13:53:26	6798/6798	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Mar%202021%2004:48:34%20GMT	https://depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS-150x150.jpg	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS-150x150.jpg	(from https://depoaplus.com/)
13:53:26	27370/27370	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Mar%202021%2004:48:34%20GMT	https://depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS.jpg	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS.jpg	(from https://depoaplus.com/)
13:53:26	69633/69633	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2007:39:20%20GMT	https://depoaplus.com/jogjakarta/wp-content/uploads/2022/07/LOGO-DEPO-APLUS-AGATA.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jogjakarta/wp-content/uploads/2022/07/LOGO-DEPO-APLUS-AGATA.png	(from https://depoaplus.com/)
13:53:26	12992/12992	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2003:49:35%20GMT	https://depoaplus.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://depoaplus.com/)
13:53:27	11999/11999	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Aug%202022%2004:47:10%20GMT	https://depoaplus.com/wp-content/plugins/elementor-pro%203.7.2/assets/css/widget-theme-elements.min.css	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/plugins/elementor-pro%203.7.2/assets/css/widget-theme-elements.min.css	(from https://depoaplus.com/)
13:53:30	151001/151001	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:26%20GMT	https://depoaplus.com/distributor-gypsum-aplus/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/distributor-gypsum-aplus/index.html	(from https://depoaplus.com/)
13:53:33	137691/137691	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:26%20GMT	https://depoaplus.com/gypsum/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/gypsum/index.html	(from https://depoaplus.com/)
13:53:34	150658/150658	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:26%20GMT	https://depoaplus.com/gypsum-board/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/gypsum-board/index.html	(from https://depoaplus.com/)
13:53:36	138699/138699	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:26%20GMT	https://depoaplus.com/gypsum-compound/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/gypsum-compound/index.html	(from https://depoaplus.com/)
13:53:36	402601/402601	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2004:38:01%20GMT	https://depoaplus.com/wp-content/uploads/2022/07/gypsum-aplus-murah-1.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2022/07/gypsum-aplus-murah-1.png	(from https://depoaplus.com/)
13:53:36	522420/522420	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2004:36:16%20GMT	https://depoaplus.com/wp-content/uploads/2022/07/hollow-galvanis-aplus.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2022/07/hollow-galvanis-aplus.png	(from https://depoaplus.com/)
13:53:39	141895/141895	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:35%20GMT	https://depoaplus.com/accesories/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/accesories/index.html	(from https://depoaplus.com/)
13:53:39	157723/157723	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:35%20GMT	https://depoaplus.com/kategori-aplus-metal-system/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/kategori-aplus-metal-system/index.html	(from https://depoaplus.com/)
13:53:39	149815/149815	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:35%20GMT	https://depoaplus.com/jual-hollow-galvanis-aplus-termurah-dan-terlengkap/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jual-hollow-galvanis-aplus-termurah-dan-terlengkap/index.html	(from https://depoaplus.com/)
13:53:39	343918/343918	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2004:32:06%20GMT	https://depoaplus.com/wp-content/uploads/2022/07/aplus-mortar.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2022/07/aplus-mortar.png	(from https://depoaplus.com/)
13:53:39	28176/28176	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2009:27:43%20GMT	https://depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-753.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-753.png	(from https://depoaplus.com/)
13:53:40	39531/39531	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2009:33:11%20GMT	https://depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-man-rides-on-skateboard-with-coffee.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-man-rides-on-skateboard-with-coffee.png	(from https://depoaplus.com/)
13:53:40	25162/25162	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2009:40:52%20GMT	https://depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-delivery-drone.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jogjakarta/wp-content/uploads/2022/07/marginalia-delivery-drone.png	(from https://depoaplus.com/)
13:53:40	10441/10441	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Mar%202021%2004:48:34%20GMT	https://depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS-300x101.jpg	E:/WEBSITE/DEPO%20GADING/depoaplus.com/wp-content/uploads/2021/03/LOGO-DEPO-APLUS-300x101.jpg	(from https://depoaplus.com/)
13:53:40	9999/9999	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2007:25:33%20GMT	https://depoaplus.com/jogjakarta/wp-content/uploads/2022/07/your-one-stop-solution-blue-black-logo-300x86-1.png	E:/WEBSITE/DEPO%20GADING/depoaplus.com/jogjakarta/wp-content/uploads/2022/07/your-one-stop-solution-blue-black-logo-300x86-1.png	(from https://depoaplus.com/)
13:53:44	129691/129691	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Mar%202023%2006:53:39%20GMT	https://depoaplus.com/silika-board/	E:/WEBSITE/DEPO%20GADING/depoaplus.com/silika-board/index.html	(from https://depoaplus.com/)
